beta0,reduction_multiplier,transition_day,transition_date,transition_width_days,gamma,initial_R0_beta0_over_gamma,final_beta,final_Rt_beta_over_gamma,N_eff,fit_cost
0.8102514327417446,0.6570128125797667,23.724442782688808,2020-02-15,1.0000000000000002,0.6519090686556085,1.2428902613867234,0.5323455727224393,0.8165948263616926,342154.1294285327,0.019725582656123595
